names,scores,logfoldchanges,pvals,pvals_adj,log2fc,actual_fold_change
ZBTB48,2.9629521,0.62532824,0.0030470391015586747,0.0061129992109511715,0.90215796,1.8688594
STXBP3,2.9445653,0.6127132,0.0032340858783066044,0.006452992005702185,0.88395834,1.8454317
LGALS8,2.935663,0.658995,0.0033283560176581403,0.006619830473928786,0.9507288,1.9328489
RELT,2.9259462,0.5500021,0.0034341038596406395,0.006808539807140076,0.7934853,1.7332567
TMEM107,2.895526,0.50868815,0.003785237812640285,0.007424323898177654,0.7338819,1.6631081
MRC2,2.874833,0.61532515,0.004042412599273669,0.007901879613827064,0.88772655,1.8502581
MGAT5,2.8735693,0.55385673,0.0040586206132632455,0.007929723921946597,0.79904634,1.7399505
FAM229A,2.8647907,0.6083149,0.004172850748650786,0.008146994318794391,0.8776128,1.8373327
CTD-2270L9.4,2.8525069,0.5991729,0.0043375863641163135,0.00844209278625722,0.86442375,1.8206122
RAB20,2.8377695,0.5544205,0.0045429978590389745,0.0087973612341064,0.79985964,1.7409319
ICAM4,2.8367867,0.5375763,0.004557003158988425,0.008820252699532594,0.7755587,1.7118529
ANXA4,2.8311715,0.57038593,0.004637782751024805,0.008959494036959049,0.82289296,1.7689496
PROCA1,2.8247797,0.571298,0.0047313116759758675,0.00912047837872484,0.8242088,1.7705638
CDC14B,2.7962103,0.5403029,0.005170573726442708,0.009892083216360386,0.77949226,1.7165265
HMHA1,2.790742,0.54482985,0.005258736702252303,0.01004132774092006,0.7860233,1.7243149
RBM43,2.7906134,0.59580725,0.0052608276001117026,0.010042946000024162,0.8595682,1.8144951
SLC44A1,2.790257,0.704244,0.005266622833261367,0.010051633417828937,1.0160093,2.0223174
OR2B6,2.7852666,0.52695465,0.0053483724251928546,0.010195611064027069,0.76023483,1.6937664
ERLIN1,2.777047,0.5686645,0.00548552501668804,0.010439817521156762,0.8204094,1.765907
CYBRD1,2.7745943,0.6430153,0.005527059332565571,0.010516385919701323,0.927675,1.9022081
CLK4,2.7720075,0.60684264,0.005571173869275128,0.010595331137776127,0.8754889,1.8346297
CPT2,2.7598183,0.52928406,0.005783352790684301,0.01094986884443439,0.76359546,1.6977164
ARHGAP12,2.7371507,0.63675964,0.00619739153846055,0.011665423317675568,0.91865,1.8903456
ARID4A,2.733849,0.5717014,0.0062598730382471685,0.011777543566252591,0.8247908,1.7712783
CPPED1,2.71598,0.6219416,0.00660799218191738,0.012386343201055158,0.8972721,1.8625411
SYCP2L,2.6724124,0.6224296,0.007530801259323631,0.013979839524605141,0.8979761,1.86345
SIRPA,2.6585207,0.62113994,0.007848452005159096,0.01450554582136398,0.89611554,1.8610485
CTB-25B13.12,2.6543987,0.5663148,0.007944988839136673,0.014648734508311287,0.8170196,1.7617627
USP18,2.6308248,0.54668933,0.008517794389498257,0.01562175869300123,0.788706,1.7275243
ZSWIM8,2.6287801,0.5703036,0.008569175520917986,0.015712424672520903,0.8227742,1.768804
RPS6KA5,2.6229742,0.55637753,0.008716587833835714,0.01595374573620917,0.8026831,1.7443421
ARNT,2.6011336,0.5290116,0.009291624080252282,0.016861030711345246,0.7632024,1.6972538
MTL5,2.600023,0.6121838,0.009321747548703758,0.01690050616181375,0.88319457,1.8444549
TYK2,2.5786371,0.5025101,0.009919091989374922,0.017891135774493354,0.7249688,1.6528649
ZNF688,2.552406,0.54044205,0.010698172970462301,0.019125529677384685,0.77969307,1.7167656
PLTP,2.5506692,0.5428723,0.01075163319277726,0.019204100242826608,0.7831992,1.7209427
SLC2A11,2.5067427,0.67353815,0.012184937727396658,0.021506112533184095,0.97171015,1.961164
RP1-198K11.5,2.4838848,0.5862309,0.01299578046230867,0.022804023200970483,0.84575236,1.7972018
DENND1B,2.4821467,0.5349373,0.013059344949430876,0.022905608937362255,0.7717514,1.7073413
SUCO,2.4637277,0.53199434,0.013750054048426353,0.024033582893126952,0.7675056,1.7023239
SLC12A9,2.4504066,0.6035277,0.014269495139227116,0.024855447970570932,0.87070644,1.8285581
ITPR1,2.4474072,0.717414,0.014388810784677283,0.025052473530467433,1.0350096,2.0491273
CTBS,2.4419858,0.54941803,0.014606720961098362,0.025388096665115444,0.79264265,1.7322447
TSPAN31,2.4407327,0.5252447,0.014657500662362292,0.025465397472553285,0.7577679,1.6908726
CYTH1,2.4218564,0.5009721,0.0154414464465791,0.026689613299597556,0.72274995,1.6503247
FAM13B,2.3817873,0.54583454,0.017228842716476955,0.0295012428706772,0.7874728,1.7260482
MAN1B1,2.3721454,0.592018,0.017685125199351916,0.030199314214622713,0.8541014,1.8076326
KLHL24,2.368968,0.5310724,0.017837795130046016,0.030427850320038363,0.7661755,1.700755
MAPK11,2.352552,0.5635661,0.018645083658666555,0.0316245990573393,0.813054,1.7569267
NR2F2-AS1,2.337482,0.62351954,0.019414137069846488,0.03277758886144441,0.89954853,1.8654821
SPSB2,2.33153,0.58928317,0.019725422213968506,0.03326142697749971,0.8501559,1.8026958
RP11-539L10.3,2.3128874,0.52251995,0.020728823588218342,0.03470702904685729,0.7538369,1.6862717
NFATC2,2.2611666,0.5524854,0.023748944078289706,0.03920298821180175,0.79706794,1.7375662
KIAA1109,2.2527158,0.5357977,0.024277073726287166,0.039993050068778596,0.77299273,1.7088108
VPS8,2.247876,0.5617268,0.024584098501583797,0.040432857584461884,0.8104005,1.7536982
GALNT10,2.231679,0.5061556,0.0256361867564216,0.0419751632741977,0.7302282,1.6589015
PCMTD1,2.219908,0.5386494,0.026425010358331516,0.043118143164493666,0.77710676,1.7136906
SLC25A40,2.219383,0.61340725,0.026460679430861743,0.04315890706039384,0.8849596,1.8467128
CNN1,-3.7415323,-0.51574683,0.00018290158915264617,0.00046295710924033944,-0.7440654,0.5970545
TAF4B,-3.7810342,-0.5827554,0.00015617819244757159,0.0003999528409635497,-0.8407383,0.5583578
FAM212A,-3.8636806,-0.51273,0.00011169125650467972,0.0002943328805182049,-0.739713,0.5988585
HIST1H1B,-3.91707,-0.55886996,8.963179897509584e-05,0.00024027747770389944,-0.80627894,0.5718549
USP6NL,-4.037623,-0.50250584,5.399551904971645e-05,0.00015060723256926357,-0.72496265,0.60501266
USP2,-4.0388103,-0.51294154,5.372304868449143e-05,0.00014993817008453257,-0.7400182,0.59873176
ENO2,-4.0411053,-0.5544861,5.3199830627863986e-05,0.00014852921948885496,-0.79995435,0.5743673
LRP3,-4.058845,-0.5630798,4.931597963082394e-05,0.00013849971052787378,-0.8123524,0.5694526
FAM95B1,-4.0627065,-0.60482466,4.850700310100277e-05,0.00013644813747181993,-0.87257755,0.54617023
NEIL2,-4.0963135,-0.5824038,4.1978151652068816e-05,0.00011926429827207277,-0.84023106,0.5585541
CHRNA5,-4.1002817,-0.5428851,4.126478110820324e-05,0.00011748171907330193,-0.78321767,0.5810694
MFSD13A,-4.134682,-0.54753834,3.5544619412559646e-05,0.00010220501637424146,-0.7899308,0.5783718
PRPF39,-4.166065,-0.53093064,3.099021595369519e-05,9.023358841312042e-05,-0.765971,0.58805746
IFT46,-4.169935,-0.5324028,3.04686372856973e-05,8.890721942072872e-05,-0.7680949,0.58719236
FBXO21,-4.1853724,-0.56232136,2.8469903501985374e-05,8.349724422132748e-05,-0.81125826,0.5698846
LRFN1,-4.1910424,-0.6250938,2.7767570116955754e-05,8.17938234262041e-05,-0.90181977,0.5352112
MMGT1,-4.2975645,-0.5509153,1.7268506780424603e-05,5.216070653159668e-05,-0.7948028,0.576422
RNF25,-4.3068247,-0.6508802,1.656146470844486e-05,5.015633687668135e-05,-0.93902165,0.5215865
PAM16,-4.3235655,-0.5343531,1.5352744315061863e-05,4.682934887943907e-05,-0.77090853,0.5860483
AXL,-4.3685465,-0.59373474,1.2507608376479374e-05,3.858821728679293e-05,-0.8565782,0.5522609
TXK,-4.38716,-0.66716146,1.1484050184444498e-05,3.566192746626613e-05,-0.9625105,0.51316315
ZNF521,-4.433428,-0.5423801,9.27465516811091e-06,2.9193838578656205e-05,-0.78248906,0.5813629
ZNF232,-4.4559965,-0.5335817,8.350430868096986e-06,2.6470341492001315e-05,-0.76979566,0.5865006
ARL4D,-4.467182,-0.5791604,7.925668521145696e-06,2.5232804353683006e-05,-0.8355518,0.5603687
CHAC2,-4.486566,-0.51251775,7.238022918687558e-06,2.3225533561244617e-05,-0.7394068,0.5989856
FECH,-4.5037093,-0.52560014,6.677752320515724e-06,2.1600402680338608e-05,-0.7582807,0.5912004
RNMTL1,-4.526074,-0.5015096,6.0089509792699466e-06,1.9593983471765587e-05,-0.7235254,0.60561574
KRBA1,-4.527635,-0.6564005,5.9647429446244655e-06,1.9457685284221245e-05,-0.9469857,0.5187151
SACS,-4.530303,-0.69450206,5.889914632005762e-06,1.9244676570675787e-05,-1.0019547,0.499323
E2F5,-4.53666,-0.50320804,5.71520297570116e-06,1.869651455436949e-05,-0.72597575,0.604588
ALDH1B1,-4.5389347,-0.5823312,5.653913572144624e-06,1.8511009291533088e-05,-0.8401263,0.55859464
ATP7A,-4.541553,-0.627408,5.584134360970636e-06,1.8304810565568112e-05,-0.90515846,0.5339741
RAP1GAP,-4.541613,-0.69841737,5.582537441731673e-06,1.8304810565568112e-05,-1.0076033,0.49737185
PIP4K2C,-4.548381,-0.50080264,5.4060282860907485e-06,1.778594316364765e-05,-0.72250545,0.606044
SNTB2,-4.5516005,-0.68041545,5.323933656157969e-06,1.7537280644693277e-05,-0.981632,0.50640655
CECR5,-4.5582848,-0.52387786,5.15730615030006e-06,1.7030074315606533e-05,-0.755796,0.59221953
C5orf30,-4.571868,-0.5049981,4.833960206102852e-06,1.602787216120392e-05,-0.72855824,0.60350674
PROSER2,-4.594235,-0.63080573,4.343400499742775e-06,1.4472626170141252e-05,-0.9100603,0.53216285
MAST1,-4.6249785,-0.50797224,3.746368165848765e-06,1.2566202523073286e-05,-0.732849,0.60171443
RTN4IP1,-4.6406746,-0.66115826,3.472734012023523e-06,1.1687196922964163e-05,-0.95384973,0.516253
ATL2,-4.650905,-0.5326832,3.304809558235509e-06,1.1163925889530826e-05,-0.7684994,0.5870278
USP21,-4.6602035,-0.7060035,3.1589732234627194e-06,1.0684684558588102e-05,-1.0185478,0.49361297
TUBD1,-4.684755,-0.5334328,2.8029537384382013e-06,9.520377352971131e-06,-0.76958084,0.5865879
DNAJC25,-4.6930137,-0.5242514,2.692097315512384e-06,9.159254430241585e-06,-0.7563349,0.5919984
EEF2KMT,-4.705993,-0.5109454,2.5263298831046894e-06,8.624330712526025e-06,-0.7371384,0.59992814
KIF18A,-4.707464,-0.570305,2.5081753552614126e-06,8.58048807473377e-06,-0.8227762,0.565353
ARG2,-4.708315,-0.74932635,2.4977300579736253e-06,8.548375287395327e-06,-1.0810494,0.4726849
AGK,-4.7579746,-0.5690644,1.9554529387281323e-06,6.769907152210512e-06,-0.82098633,0.5660548
TEAD2,-4.788113,-0.5375575,1.68356736880095e-06,5.873941096244178e-06,-0.77553153,0.5841734
INF2,-4.7959747,-0.61262,1.6188576234200864e-06,5.6628466974292065e-06,-0.8838238,0.5419291
EFNA3,-4.8011794,-0.65663314,1.577338624487594e-06,5.531986135469516e-06,-0.94732136,0.51859444
CCDC138,-4.8372784,-0.5942259,1.3162907988540005e-06,4.656890399624951e-06,-0.85728675,0.5519897
CAMK1,-4.863182,-0.7140614,1.1551337239756657e-06,4.117394125574339e-06,-1.0301728,0.4896515
SLC18B1,-4.874879,-0.68677205,1.0887514938989726e-06,3.894528705147033e-06,-0.99080265,0.5031977
GEMIN2,-4.896652,-0.587618,9.748320694784478e-07,3.5134844378301754e-06,-0.8477536,0.5556493
CXorf40B,-4.909342,-0.54874814,9.138248330527468e-07,3.3094324400060236e-06,-0.7916762,0.57767254
AGAP1,-4.928607,-0.73685664,8.281802521438568e-07,3.0063873692431153e-06,-1.0630594,0.478616
AC018890.6,-4.934273,-0.69924897,8.044988924183897e-07,2.923048832237217e-06,-1.008803,0.49695837
TMEM201,-4.94314,-0.643572,7.687430928115464e-07,2.800533252670554e-06,-0.92847806,0.5254123
C5orf45,-4.9501505,-0.5362347,7.415608239559034e-07,2.707769789824517e-06,-0.7736231,0.58494663
PPP1R16A,-4.968053,-0.5198174,6.762859024810748e-07,2.4828914701543825e-06,-0.749938,0.5946291
CBX6,-4.976856,-0.5039229,6.462527340162095e-07,2.378033408951674e-06,-0.72700703,0.60415596
FBXW9,-4.990075,-0.5486243,6.035580264426609e-07,2.235184859962115e-06,-0.7914975,0.57774407
PDE9A,-4.996216,-0.6387122,5.846627758868092e-07,2.1721808835500267e-06,-0.92146695,0.5279719
C4orf32,-5.0265474,-0.56787443,4.993894291100536e-07,1.8740722040528404e-06,-0.8192696,0.5667288
ENDOD1,-5.0286775,-0.7424072,4.938746577983272e-07,1.8568751897718792e-06,-1.0710672,0.4759668
NUP35,-5.042232,-0.73947203,4.6013232403225045e-07,1.7391150122641492e-06,-1.0668327,0.47736588
WNK2,-5.0465274,-0.6101106,4.4991257848119996e-07,1.70287905173039e-06,-0.8802035,0.5432908
TLCD1,-5.075135,-0.5695146,3.872205361777145e-07,1.4766667944794145e-06,-0.82163584,0.5658
KBTBD6,-5.097023,-0.5456142,3.4503650535410593e-07,1.3251830022563545e-06,-0.78715485,0.5794858
GOT1,-5.104408,-0.52285594,3.318321723022474e-07,1.2775123003495125e-06,-0.7543217,0.59282506
GFPT1,-5.105146,-0.56901294,3.30538955781592e-07,1.2743499502854024e-06,-0.8209121,0.5660839
GALNT5,-5.1117992,-0.67260796,3.1910505287400555e-07,1.2320322715407948e-06,-0.97036815,0.5103758
CTC-524C5.2,-5.112141,-0.73141474,3.185280723782881e-07,1.230392750167113e-06,-1.0552084,0.48122773
WNK4,-5.117735,-0.7139924,3.0922712104511955e-07,1.1984776663538534e-06,-1.0300733,0.48968527
DNMT3B,-5.1242433,-0.8524591,2.9873503852087676e-07,1.1617154097896589e-06,-1.2298385,0.42636517
MYRF,-5.1601777,-0.67224157,2.4671549376473e-07,9.701942800900335e-07,-0.9698396,0.51056284
DHRS13,-5.186009,-0.530942,2.1484842349735516e-07,8.535812673822614e-07,-0.7659874,0.5880507
SLC27A4,-5.204573,-0.6781128,1.9444326346959522e-07,7.755645624908249e-07,-0.97831,0.50757396
FAM210A,-5.2156553,-0.5593626,1.8316870098337702e-07,7.324027712092754e-07,-0.8069896,0.57157326
TMEM74B,-5.237994,-0.5813481,1.623312493426391e-07,6.519888120042247e-07,-0.83870804,0.5591441
ALG14,-5.2411513,-0.6209348,1.5957776226652528e-07,6.415677380919486e-07,-0.89581954,0.5374418
FRMD4A,-5.258041,-0.7751605,1.4559803630423796e-07,5.86824021571522e-07,-1.1183202,0.46062985
CDC42EP4,-5.261611,-0.7568589,1.4279865775095128e-07,5.764041772385974e-07,-1.0919166,0.46913773
RP11-445F12.1,-5.272571,-0.79990757,1.345258059067145e-07,5.451906343745776e-07,-1.1540227,0.44937053
NSDHL,-5.2871776,-0.5028489,1.2421801286991112e-07,5.062103380172917e-07,-0.72545767,0.6048052
HECTD3,-5.3192005,-0.8366621,1.0422424405925237e-07,4.288432089997868e-07,-1.2070483,0.43315396
RHCE,-5.326482,-0.820677,1.0013340957592153e-07,4.13063099665331e-07,-1.1839867,0.44013357
MYBBP1A,-5.3274145,-0.52580136,9.962069792307242e-08,4.111580874423382e-07,-0.758571,0.5910815
ATP7B,-5.345629,-0.915611,9.01035392597603e-08,3.737596834451931e-07,-1.3209475,0.40027195
PSRC1,-5.361663,-0.5476253,8.245922534576533e-08,3.433109088235807e-07,-0.7900563,0.5783216
UGCG,-5.371052,-0.5170139,7.827875291320926e-08,3.272554281987532e-07,-0.7458934,0.5962985
GNL3L,-5.4056225,-0.6607105,6.458378205603105e-08,2.7268332862862665e-07,-0.9532038,0.51648426
HOXC8,-5.427058,-0.64791393,5.729048849481996e-08,2.434167677920362e-07,-0.9347422,0.5231359
PMAIP1,-5.438703,-0.6383099,5.366988057383646e-08,2.2875547514241534e-07,-0.9208865,0.52818435
HIST1H1D,-5.4790874,-0.5378575,4.275247781932993e-08,1.846586969768598e-07,-0.7759643,0.58399814
LHX6,-5.4791646,-0.6456671,4.273381688736829e-08,1.846586969768598e-07,-0.9315007,0.5243127
SPA17,-5.498967,-0.84945405,3.820225254227156e-08,1.65981492083877e-07,-1.2255031,0.42764834
C1GALT1,-5.5151563,-0.5699068,3.484704307127074e-08,1.5205811285070437e-07,-0.82220167,0.56557816
CLCC1,-5.5164547,-0.56041926,3.459068130661056e-08,1.5102104481810456e-07,-0.80851406,0.57096964
WIPF3,-5.526719,-0.79237956,3.262744531917072e-08,1.433017269401533e-07,-1.143162,0.45276612
FAM92A1,-5.543064,-0.54040825,2.9722408916064757e-08,1.3125636785951615e-07,-0.7796443,0.5825104
KIF23,-5.5448813,-0.56934303,2.9415391002295967e-08,1.3004275485798824e-07,-0.82138836,0.5658971
CAPN2,-5.5541945,-0.5859657,2.7889485674370696e-08,1.2377108559994073e-07,-0.8453698,0.55656815
NOSTRIN,-5.5612464,-0.97464794,2.6785496002368348e-08,1.1946242474385927e-07,-1.4061197,0.37732518
ZNF778,-5.572032,-0.6972622,2.517853451339356e-08,1.1260632517424129e-07,-1.0059367,0.49794674
HIST1H1E,-5.574878,-0.520697,2.4770333106214646e-08,1.1096504742035257e-07,-0.751207,0.5941063
TMEM56,-5.5837464,-0.9102056,2.3539194402144207e-08,1.0568430971991037e-07,-1.3131491,0.4024415
BICD1,-5.622487,-0.5156311,1.882278524588292e-08,8.521952714741948e-08,-0.7438984,0.5971236
SLC37A3,-5.622724,-0.6045805,1.8796962033617984e-08,8.515034343552017e-08,-0.87222534,0.5463035
F2R,-5.651463,-0.6907163,1.590878475554155e-08,7.255519732948002e-08,-0.99649304,0.50121695
PLCB4,-5.6547933,-0.8040133,1.5603408144099093e-08,7.124292118704826e-08,-1.159946,0.4475293
SYTL4,-5.6561007,-0.6531795,1.5485041461019687e-08,7.074246599584616e-08,-0.9423389,0.52038854
APEX2,-5.72575,-0.5752756,1.0297789236319699e-08,4.78568720723557e-08,-0.82994723,0.5625498
DPP10-AS1,-5.727924,-0.55843395,1.0166720563800741e-08,4.727495796995889e-08,-0.8056499,0.57210433
NOP2,-5.733179,-0.569439,9.856552435074053e-09,4.585908641595226e-08,-0.8215268,0.5658428
SUV39H2,-5.7574644,-0.53274214,8.538679382885643e-09,3.998081934815498e-08,-0.76858443,0.58699316
COLEC11,-5.7578073,-0.7709458,8.521346623859871e-09,3.992280549937134e-08,-1.1122397,0.46257538
OSBPL6,-5.7630854,-0.57246715,8.25900249269784e-09,3.8761163935805025e-08,-0.8258955,0.5641319
DVL1,-5.77104,-0.500813,7.878386909059157e-09,3.706099654308142e-08,-0.7225204,0.6060378
PSAT1,-5.7892194,-0.69574773,7.071430925898489e-09,3.3440250344544555e-08,-1.0037518,0.4987014
ERCC8,-5.792097,-0.7184672,6.951299123493753e-09,3.289141360308087e-08,-1.0365291,0.48749894
NAV1,-5.8059506,-0.6549015,6.40019027570776e-09,3.042633128716396e-08,-0.94482315,0.5194932
SDE2,-5.8192677,-0.5757171,5.910590864920672e-09,2.8198371184857805e-08,-0.83058417,0.5623015
TEAD4,-5.8562818,-0.57696193,4.733451053044828e-09,2.2730133267207533e-08,-0.8323801,0.561602
PLD6,-5.859021,-1.1919945,4.65603361841876e-09,2.2371673727524283e-08,-1.7196846,0.3036151
LINC01011,-5.8604684,-0.7589022,4.615632913529662e-09,2.2203970841321667e-08,-1.0948644,0.4681801
NUDT9,-5.867659,-0.5418668,4.4199109646636265e-09,2.130048977421725e-08,-0.78174853,0.58166146
RPP40,-5.8818946,-0.5096827,4.055962194173972e-09,1.966386953321919e-08,-0.7353167,0.60068613
NOS3,-5.8900695,-0.67771417,3.8603367642737775e-09,1.876049340856757e-08,-0.97773486,0.5077764
LDB1,-5.8908644,-0.6734116,3.8418089712290594e-09,1.868169239049796e-08,-0.9715276,0.50996584
ITM2A,-5.911043,-0.5789225,3.399479182603778e-09,1.6610764281845564e-08,-0.83520865,0.560502
HES4,-5.939486,-0.50978357,2.859171732130129e-09,1.403009117886698e-08,-0.73546225,0.6006256
SUN1,-5.9674544,-0.6259506,2.4098331225308633e-09,1.1935406690359354e-08,-0.9030558,0.53475285
GTF2H1,-6.046322,-0.5506096,1.4818992273685785e-09,7.480812537160004e-09,-0.7943617,0.5765982
JMJD4,-6.0759015,-0.524545,1.2329289520953768e-09,6.278920016440327e-09,-0.7567585,0.59182453
SOCS1,-6.1580915,-0.510047,7.362684213417689e-10,3.80963487455315e-09,-0.7358423,0.6004674
AQP3,-6.173114,-1.0995227,6.695798378974196e-10,3.4846625970988773e-09,-1.5862759,0.33303
IQSEC1,-6.1933117,-0.65463984,5.89130332541639e-10,3.0898738285317e-09,-0.94444567,0.5196292
AUNIP,-6.2269583,-0.6880976,4.755774031165981e-10,2.5138996629402895e-09,-0.992715,0.5025312
FEZ1,-6.234387,-0.8815531,4.535511649329329e-10,2.4037616529942905e-09,-1.2718123,0.4141392
KEL,-6.2344313,-0.74188375,4.5342261706563024e-10,2.4037616529942905e-09,-1.070312,0.476216
KNSTRN,-6.242673,-0.5286467,4.3015562040057955e-10,2.285767727615448e-09,-0.762676,0.5894021
DPCD,-6.2466874,-0.57951784,4.1924922447155115e-10,2.2292797801558386e-09,-0.8360675,0.56016845
HIST2H2AC,-6.2483034,-0.54885024,4.149354203600611e-10,2.2077953822452e-09,-0.7918235,0.5776136
SLC7A1,-6.2726045,-0.5924492,3.550576009642763e-10,1.9017242990639654e-09,-0.8547235,0.55297124
DHX33,-6.2980046,-0.5116641,3.015015279805735e-10,1.6245682731815158e-09,-0.7381753,0.59949714
PPT2,-6.3330836,-0.50693077,2.403090024698734e-10,1.2991805976902057e-09,-0.7313465,0.6023415
NEXN,-6.3453093,-1.0557233,2.2197939521508843e-10,1.2016940852227005e-09,-1.5230868,0.3479407
SCAI,-6.3552246,-0.5609914,2.0812256598205837e-10,1.1312287788944046e-09,-0.8093395,0.57064307
KIF21A,-6.3655534,-0.64724404,1.9458669590749384e-10,1.0583681769998838e-09,-0.9337758,0.5234865
CDC6,-6.367523,-0.5046805,1.921048771357113e-10,1.0469845429319433e-09,-0.72810006,0.60369843
RSAD1,-6.3691707,-0.84561765,1.9005303102019621e-10,1.036501236698261e-09,-1.2199684,0.42929214
FTSJ1,-6.387349,-0.7697838,1.6878624622128618e-10,9.25516979449646e-10,-1.1105633,0.46311316
PFAS,-6.4151363,-0.58215594,1.4069702620642762e-10,7.76236257287784e-10,-0.8398735,0.5586926
TM2D3,-6.4542646,-0.52352566,1.0874570316881262e-10,6.086895665242546e-10,-0.7552879,0.59242815
NOC3L,-6.4641395,-0.6423265,1.0187673196798969e-10,5.710328689142629e-10,-0.9266812,0.52606714
HGH1,-6.465269,-0.76610076,1.0111863063220237e-10,5.675713548410692e-10,-1.1052498,0.46482202
NAF1,-6.4714484,-0.5865161,9.706776105486061e-11,5.459723579666498e-10,-0.84616387,0.5562619
BTG3,-6.479385,-0.56817836,9.209726324447138e-11,5.190995081825509e-10,-0.8197081,0.5665566
AMDHD2,-6.488378,-0.5343542,8.676529593539775e-11,4.907586101331986e-10,-0.77091014,0.58604765
RNF217,-6.494627,-0.7133647,8.323949315740377e-11,4.718072885841055e-10,-1.0291678,0.48999277
SLC35F2,-6.5118523,-0.66090715,7.422973957601142e-11,4.2222084968693254e-10,-0.95348746,0.5163827
TAL1,-6.5366244,-0.53732634,6.292283302225757e-11,3.6095718914827726e-10,-0.77519804,0.58430845
PHGDH,-6.56516,-0.8062713,5.197711445127533e-11,2.998708238735363e-10,-1.1632036,0.44651988
CISH,-6.5722814,-0.5847257,4.9550139046056805e-11,2.862778777360521e-10,-0.84358084,0.5572587
MXI1,-6.578375,-0.73437494,4.756174550073132e-11,2.751835375425551e-10,-1.0594791,0.47980526
MED31,-6.5942936,-0.6471859,4.272854898027834e-11,2.48823713131729e-10,-0.9336919,0.5235169
MOB3B,-6.657604,-0.65959185,2.7832739361262657e-11,1.639715797380879e-10,-0.9515899,0.5170623
XBP1,-6.675366,-0.54500014,2.4661565438247042e-11,1.4582098392732166e-10,-0.786269,0.57984173
DPH7,-6.6860485,-0.59274143,2.292773266691904e-11,1.358674224143104e-10,-0.8551451,0.5528097
EXOSC2,-6.694963,-0.514794,2.157260658772278e-11,1.2811907603605655e-10,-0.74269074,0.5976237
NLE1,-6.701405,-0.6318309,2.064249890469002e-11,1.2295683160264106e-10,-0.91153926,0.5316176
MINA,-6.7209873,-0.6374399,1.8049758106500616e-11,1.081512583280456e-10,-0.91963136,0.5286441
SPRY1,-6.7297916,-0.62345785,1.6990623413208244e-11,1.0203216751560074e-10,-0.89945954,0.5360875
CHCHD6,-6.729841,-0.54694504,1.6984827216066113e-11,1.0203216751560074e-10,-0.7890749,0.5787151
MANEAL,-6.732408,-0.66280997,1.6687808013034784e-11,1.0036293769268947e-10,-0.95623267,0.51540107
PDP2,-6.739823,-1.0608397,1.5857996633972974e-11,9.551457033005198e-11,-1.5304681,0.34616503
GLCE,-6.742747,-0.6649066,1.554200877253264e-11,9.368119765354188e-11,-0.9592575,0.51432157
DPH2,-6.7428308,-0.5342906,1.5533009550463894e-11,9.368119765354188e-11,-0.7708184,0.5860849
PDCD2L,-6.745006,-0.63390493,1.5302084159746593e-11,9.244198486033899e-11,-0.9145315,0.5305161
MEX3A,-6.745274,-0.63737196,1.5273823955509612e-11,9.234032641366103e-11,-0.9195334,0.52867997
RNASE1,-6.7559075,-1.2073021,1.419439892006753e-11,8.607219225028936e-11,-1.7417687,0.2990029
RPP30,-6.759128,-0.5190791,1.388246498518475e-11,8.437070706195427e-11,-0.7488728,0.5950683
PHF10,-6.7616806,-0.5146857,1.3640016534822372e-11,8.302216544970633e-11,-0.7425345,0.59768844
ARL1,-6.792964,-0.5315768,1.0985269885001738e-11,6.74737831643795e-11,-0.7669032,0.5876776
MRAP2,-6.7942076,-0.9805247,1.0890963118566133e-11,6.694544072196244e-11,-1.4145981,0.3751142
RAI14,-6.7974844,-0.57445836,1.0646177607832595e-11,6.554053089821941e-11,-0.82876825,0.56300974
RNF144A,-6.7993865,-0.65247095,1.0506567291526651e-11,6.477980459058073e-11,-0.9413166,0.52075744
PNPT1,-6.8300586,-0.55908704,8.488003474128179e-12,5.2736618508102544e-11,-0.8065921,0.57173085
DUSP14,-6.834369,-0.58301795,8.23665463255541e-12,5.125382085296614e-11,-0.8411171,0.5582112
GNA11,-6.84848,-0.6094386,7.463872592292786e-12,4.65886390478739e-11,-0.879234,0.543656
RRAS2,-6.8516197,-0.56551504,7.301849040938107e-12,4.561255584196217e-11,-0.81586576,0.5680675
PINX1,-6.867262,-0.7768666,6.5445898691234836e-12,4.107276796651933e-11,-1.1207817,0.45984462
CEP290,-6.891038,-0.59112364,5.538667760879373e-12,3.489533502700678e-11,-0.85281116,0.55370474
FAM102B,-6.903522,-0.7904282,5.072884500132796e-12,3.201069383404109e-11,-1.1403469,0.4536505
MPP6,-6.906278,-0.5065148,4.975332459276554e-12,3.1419671832350844e-11,-0.7307464,0.6025921
ATAD3B,-6.923508,-0.55455154,4.405930883961913e-12,2.8021026574614465e-11,-0.80004877,0.5743298
TBXA2R,-6.930664,-0.93209773,4.188696336760531e-12,2.670252589740711e-11,-1.3447328,0.39372692
TSR1,-6.9398785,-0.5071546,3.924377026747624e-12,2.5096748412542006e-11,-0.7316694,0.6022067
AQP10,-6.9435725,-1.3426602,3.8230654005878766e-12,2.4468224437835403e-11,-1.9370492,0.26115003
PRR5,-6.959092,-0.9011945,3.424727939988212e-12,2.1953593310543482e-11,-1.3001488,0.4060843
RBM18,-6.9614134,-0.52163386,3.3687607675552746e-12,2.1611978331647302e-11,-0.7525586,0.59354997
